Inventory_ID,Product_ID,Store_ID,Stock_Level,Reorder_Level,Inventory_Cost,Last_Restock_Date
INV000479,P0031,ST012,3,17,11619.24,2025-04-20
INV000480,P0001,ST012,11,10,110057.64,2025-11-09
INV000481,P0006,ST012,59,30,315147.91,2025-06-24
INV000482,P0046,ST012,5,19,33076.2,2025-12-27
INV000483,P0035,ST012,11,36,116470.64,2025-02-03
INV000484,P0002,ST012,51,39,59414.49,2025-01-23
INV000485,P0017,ST012,85,39,1709174.9,2025-11-26
INV000486,P0024,ST012,10,18,436013.1,2025-07-21
INV000487,P0052,ST012,27,27,254374.56,2025-10-22
INV000488,P0019,ST012,16,24,667337.6,2025-06-10
INV000489,P0056,ST012,64,38,27546.88,2025-12-24
INV000490,P0018,ST012,11,24,323959.68,2025-12-16
INV000491,P0048,ST012,36,34,388881.36,2025-10-22
INV000492,P0041,ST012,11,10,67530.1,2025-03-30
INV000493,P0036,ST012,42,35,224384.58,2025-04-20
INV000494,P0009,ST012,35,14,380773.05,2025-04-04
INV000495,P0037,ST012,24,35,154030.8,2026-01-07
INV000496,P0013,ST012,19,15,197342.93,2025-08-01
INV000497,P0004,ST012,6,10,38417.58,2025-02-14
INV000498,P0003,ST012,15,10,25071.6,2025-07-12
INV000499,P0028,ST012,5,30,7853.3,2025-01-11
INV000500,P0030,ST012,37,17,234764.26,2025-04-07
INV000501,P0040,ST012,6,11,51922.2,2026-01-13
INV000502,P0025,ST012,19,28,272044.47,2025-12-14
INV000503,P0049,ST012,26,19,112868.34,2025-06-12
INV000504,P0057,ST012,30,14,348229.2,2025-04-04
INV000505,P0014,ST012,51,38,44281.26,2025-03-23
INV000506,P0026,ST012,12,10,88046.88,2025-04-28
INV000507,P0043,ST012,27,19,110771.28,2025-09-07
INV000508,P0044,ST012,0,23,0.0,2025-06-01
INV000509,P0050,ST012,15,26,166804.5,2025-01-26
INV000510,P0038,ST012,9,13,12397.5,2025-12-30
INV000511,P0011,ST012,21,21,63619.92,2025-12-01
INV000512,P0029,ST012,87,37,54021.78,2025-05-20
INV000513,P0042,ST012,53,30,65918.22,2025-10-02
INV000514,P0055,ST012,42,30,180324.9,2025-07-31
INV000515,P0021,ST012,60,39,1034406.0,2025-04-11
INV000516,P0023,ST012,54,29,1613825.1,2025-08-27
INV000517,P0052,ST013,10,11,94212.8,2025-10-11
INV000518,P0015,ST013,65,37,201277.7,2025-02-01
INV000519,P0036,ST013,24,15,128219.76,2025-01-06
INV000520,P0032,ST013,52,28,192658.44,2025-04-09
INV000521,P0027,ST013,83,32,279120.7,2025-01-05
INV000522,P0003,ST013,52,29,86914.88,2025-12-12
INV000523,P0028,ST013,12,16,18847.92,2025-01-01
INV000524,P0011,ST013,34,32,103003.68,2025-04-07
INV000525,P0048,ST013,10,10,108022.6,2025-12-31
INV000526,P0051,ST013,15,26,158921.7,2025-08-21
INV000527,P0056,ST013,14,11,6025.88,2025-11-12
INV000528,P0017,ST013,22,17,442374.68,2025-04-27
INV000529,P0031,ST013,41,35,158796.28,2025-04-22
INV000530,P0030,ST013,57,37,361663.86,2026-01-03
INV000531,P0007,ST013,18,16,16356.78,2025-04-23
INV000532,P0035,ST013,59,30,624706.16,2025-01-11
INV000533,P0023,ST013,35,34,1045997.75,2025-03-17
INV000534,P0029,ST013,15,12,9314.1,2025-07-03
INV000535,P0024,ST013,10,32,436013.1,2025-04-09
INV000536,P0014,ST013,17,14,14760.42,2025-10-18
INV000537,P0004,ST013,44,20,281728.92,2025-04-23
INV000538,P0054,ST013,69,34,712378.77,2025-09-29
INV000539,P0001,ST013,18,31,180094.32,2025-03-01
INV000540,P0044,ST013,76,38,678952.84,2025-03-21
INV000541,P0013,ST013,19,12,197342.93,2025-10-22
INV000542,P0041,ST013,31,13,190312.1,2025-10-10
INV000543,P0038,ST013,61,40,84027.5,2025-05-16
INV000544,P0008,ST013,50,32,11760.5,2025-07-21
INV000545,P0010,ST013,21,23,72449.16,2025-12-12
INV000546,P0042,ST013,58,40,72136.92,2025-01-30
INV000547,P0049,ST013,27,20,117209.43,2025-02-07
INV000548,P0039,ST013,56,24,501067.84,2025-01-09
INV000549,P0016,ST013,20,21,170038.4,2025-10-09
INV000550,P0046,ST013,66,35,436605.84,2025-04-05
INV000551,P0019,ST013,36,39,1501509.6,2025-06-20
INV000552,P0005,ST013,54,33,464316.3,2026-01-06
INV000553,P0021,ST013,20,29,344802.0,2025-09-02
INV000554,P0037,ST013,15,25,96269.25,2025-02-24
INV000555,P0055,ST013,31,40,133096.95,2025-03-08
INV000556,P0047,ST013,19,31,99616.43,2025-06-21
INV000557,P0053,ST013,36,15,119219.4,2025-12-25
INV000558,P0022,ST013,21,12,274063.44,2026-01-06
INV000559,P0057,ST013,15,12,174114.6,2025-08-23
INV000560,P0020,ST013,50,26,1090836.0,2025-12-03
INV000561,P0026,ST013,8,31,58697.92,2025-05-28
INV000562,P0002,ST013,74,36,86209.26,2025-09-01
INV000563,P0018,ST013,0,17,0.0,2025-07-31
INV000564,P0012,ST013,12,17,15583.56,2025-02-05
INV000565,P0033,ST013,31,29,8072.09,2025-10-09
INV000566,P0025,ST013,24,36,343635.12,2025-12-03
INV000567,P0057,ST014,8,13,92861.12,2025-10-04
INV000568,P0035,ST014,18,18,190588.32,2025-07-12
INV000569,P0042,ST014,38,32,47262.12,2025-04-10
INV000570,P0048,ST014,25,17,270056.5,2025-06-27
INV000571,P0037,ST014,22,22,141194.9,2025-10-07
INV000572,P0008,ST014,61,34,14347.81,2025-12-10
INV000573,P0054,ST014,43,36,443946.19,2025-06-09
INV000574,P0012,ST014,35,34,45452.05,2025-09-19
INV000575,P0051,ST014,48,28,508549.44,2025-05-31
INV000576,P0050,ST014,28,16,311368.4,2025-02-28
INV000577,P0016,ST014,22,13,187042.24,2025-03-26
INV000578,P0045,ST014,9,34,13281.39,2025-11-06
INV000579,P0053,ST014,26,30,86102.9,2025-09-03
INV000580,P0023,ST014,7,20,209199.55,2025-12-16
INV000581,P0032,ST014,27,21,100034.19,2025-09-18
INV000582,P0003,ST014,62,25,103629.28,2025-01-25
INV000583,P0005,ST014,25,40,214961.25,2025-02-21
INV000584,P0031,ST014,10,17,38730.8,2025-05-01
INV000585,P0020,ST014,49,29,1069019.28,2025-07-15
INV000586,P0029,ST014,45,34,27942.3,2025-10-31
INV000587,P0041,ST014,13,25,79808.3,2025-08-09
INV000588,P0046,ST014,56,32,370453.44,2025-08-14
INV000589,P0040,ST014,25,19,216342.5,2025-02-19
INV000590,P0043,ST014,60,33,246158.4,2025-04-19
INV000591,P0055,ST014,71,27,304834.95,2025-11-28
INV000592,P0036,ST014,35,17,186987.15,2025-03-26
INV000593,P0018,ST014,31,23,912977.28,2025-01-11
INV000594,P0019,ST014,42,39,1751761.2,2025-01-08
INV000595,P0009,ST014,17,17,184946.91,2025-05-21
INV000596,P0007,ST014,9,11,8178.39,2025-11-14
INV000597,P0028,ST014,27,30,42407.82,2025-02-14
INV000598,P0030,ST014,45,20,285524.1,2025-05-12
INV000599,P0001,ST014,32,22,320167.68,2025-09-22
INV000600,P0022,ST014,51,36,665582.64,2025-03-01
INV000601,P0039,ST014,10,20,89476.4,2025-07-26
INV000602,P0052,ST014,29,29,273217.12,2025-11-25
INV000603,P0010,ST014,25,19,86249.0,2025-03-07
INV000604,P0026,ST014,7,14,51360.68,2025-05-13
INV000605,P0049,ST014,17,12,73798.53,2025-12-21
INV000606,P0017,ST014,89,31,1789606.66,2025-07-13
INV000607,P0014,ST014,22,21,19101.72,2025-12-15
INV000608,P0045,ST015,50,34,73785.5,2025-11-29
INV000609,P0052,ST015,58,38,546434.24,2025-03-28
INV000610,P0016,ST015,11,24,93521.12,2025-09-27
INV000611,P0009,ST015,45,22,489565.35,2025-01-31
INV000612,P0040,ST015,29,39,250957.3,2025-06-11
INV000613,P0055,ST015,0,11,0.0,2026-01-10
INV000614,P0013,ST015,19,35,197342.93,2025-11-08
INV000615,P0056,ST015,53,31,22812.26,2026-01-03
INV000616,P0033,ST015,27,24,7030.53,2025-03-31
INV000617,P0047,ST015,35,28,183503.95,2025-12-21
INV000618,P0041,ST015,19,17,116642.9,2025-01-23
INV000619,P0012,ST015,14,18,18180.82,2025-05-30
INV000620,P0007,ST015,69,34,62700.99,2025-12-18
INV000621,P0022,ST015,12,15,156607.68,2025-10-07
INV000622,P0053,ST015,32,25,105972.8,2025-01-22
INV000623,P0020,ST015,28,28,610868.16,2025-09-03
INV000624,P0044,ST015,39,32,348410.01,2025-11-28
INV000625,P0008,ST015,53,38,12466.13,2025-08-01
INV000626,P0035,ST015,31,22,328235.44,2025-07-16
INV000627,P0054,ST015,11,13,113567.63,2025-08-18
INV000628,P0019,ST015,25,35,1042715.0,2025-02-08
INV000629,P0030,ST015,39,26,247454.22,2025-11-29
INV000630,P0002,ST015,8,23,9319.92,2025-07-23
INV000631,P0048,ST015,24,16,259254.24,2025-06-27
INV000632,P0042,ST015,53,32,65918.22,2025-09-09
INV000633,P0046,ST015,29,30,191841.96,2025-08-08
INV000634,P0037,ST015,21,21,134776.95,2025-01-15
INV000635,P0038,ST015,18,11,24795.0,2025-03-02
INV000636,P0017,ST015,23,16,462482.62,2025-12-01
INV000637,P0014,ST015,36,15,31257.36,2025-04-22
INV000638,P0039,ST015,22,15,196848.08,2025-06-30
INV000639,P0026,ST015,29,31,212779.96,2025-01-17
INV000640,P0025,ST015,21,18,300680.73,2025-06-18
INV000641,P0001,ST015,17,17,170089.08,2025-03-30
INV000642,P0034,ST015,39,30,39707.46,2025-12-17
INV000643,P0023,ST015,29,19,866683.85,2025-11-13
INV000644,P0043,ST015,31,33,127181.84,2025-07-12
INV000645,P0029,ST015,5,22,3104.7,2025-10-11
INV000646,P0015,ST016,28,11,86704.24,2025-08-29
INV000647,P0038,ST016,15,14,20662.5,2025-08-02
INV000648,P0055,ST016,14,23,60108.3,2025-12-31
INV000649,P0031,ST016,57,35,220765.56,2025-08-14
INV000650,P0046,ST016,22,13,145535.28,2025-01-29
INV000651,P0043,ST016,27,13,110771.28,2025-08-02
INV000652,P0013,ST016,20,14,207729.4,2025-11-21
INV000653,P0014,ST016,16,26,13892.16,2025-03-24
INV000654,P0021,ST016,42,30,724084.2,2025-10-08
INV000655,P0041,ST016,6,30,36834.6,2025-07-14
INV000656,P0008,ST016,31,37,7291.51,2025-07-26
INV000657,P0011,ST016,31,33,93915.12,2025-02-11
INV000658,P0034,ST016,22,29,22399.08,2025-01-28
INV000659,P0054,ST016,23,30,237459.59,2025-10-30
INV000660,P0030,ST016,28,40,177659.44,2025-12-20
INV000661,P0044,ST016,66,32,589616.94,2025-07-22
INV000662,P0017,ST016,32,21,643454.08,2025-07-25
INV000663,P0049,ST016,54,37,234418.86,2025-02-07
INV000664,P0010,ST016,30,26,103498.8,2026-01-06
INV000665,P0040,ST016,31,22,268264.7,2025-07-20
INV000666,P0047,ST016,20,21,104859.4,2025-07-16
INV000667,P0050,ST016,26,30,289127.8,2025-01-09
INV000668,P0023,ST016,25,12,747141.25,2025-05-05
INV000669,P0053,ST016,29,37,96037.85,2025-10-20
INV000670,P0007,ST016,34,21,30896.14,2025-05-31
INV000671,P0036,ST016,38,17,203014.62,2025-01-14
INV000672,P0052,ST016,41,20,386272.48,2025-12-07
INV000673,P0001,ST016,12,20,120062.88,2025-07-17
INV000674,P0004,ST016,15,20,96043.95,2025-09-04
INV000675,P0024,ST016,0,38,0.0,2025-07-25
INV000676,P0057,ST016,31,14,359836.84,2025-09-08
INV000677,P0037,ST016,23,32,147612.85,2025-04-09
INV000678,P0003,ST016,46,39,76886.24,2025-05-12
INV000679,P0032,ST016,75,35,277872.75,2025-09-17
INV000680,P0016,ST016,91,40,773674.72,2025-03-04
INV000681,P0033,ST016,41,33,10675.99,2025-07-16
INV000682,P0012,ST016,47,30,61035.61,2025-08-04
INV000683,P0029,ST016,46,24,28563.24,2025-05-30
INV000684,P0002,ST016,19,12,22134.81,2025-11-12
INV000685,P0042,ST016,43,29,53480.82,2025-09-15
INV000686,P0026,ST016,16,11,117395.84,2025-04-01
INV000687,P0027,ST016,49,27,164782.1,2025-01-13
INV000688,P0022,ST016,23,19,300164.72,2025-03-09
INV000689,P0005,ST016,31,18,266551.95,2025-08-19
INV000690,P0019,ST016,28,28,1167840.8,2025-06-13
INV000691,P0051,ST016,47,35,497954.66,2025-04-25
INV000692,P0025,ST016,29,29,415225.77,2025-04-12
INV000693,P0048,ST016,18,18,194440.68,2025-02-13
INV000694,P0039,ST016,58,35,518963.12,2025-05-20
INV000695,P0005,ST017,18,15,154772.1,2025-08-01
INV000696,P0056,ST017,17,36,7317.14,2025-01-01
INV000697,P0024,ST017,54,37,2354470.74,2025-08-06
INV000698,P0057,ST017,1,32,11607.64,2025-08-17
INV000699,P0045,ST017,20,27,29514.2,2026-01-06
INV000700,P0026,ST017,2,30,14674.48,2025-09-16
INV000701,P0018,ST017,66,35,1943758.08,2025-03-22
INV000702,P0035,ST017,39,28,412941.36,2025-07-24
INV000703,P0014,ST017,31,35,26916.06,2025-07-11
INV000704,P0043,ST017,28,17,114873.92,2025-07-15
INV000705,P0052,ST017,2,12,18842.56,2025-08-19
INV000706,P0050,ST017,29,18,322488.7,2025-03-22
INV000707,P0032,ST017,30,21,111149.1,2025-12-31
INV000708,P0028,ST017,85,34,133506.1,2025-07-30
INV000709,P0034,ST017,12,29,12217.68,2025-09-19
INV000710,P0011,ST017,37,24,112092.24,2025-11-16
INV000711,P0046,ST017,20,11,132304.8,2025-01-15
INV000712,P0010,ST017,60,39,206997.6,2025-09-27
INV000713,P0012,ST017,19,28,24673.97,2025-05-24
INV000714,P0027,ST017,39,39,131153.1,2025-07-17
INV000715,P0017,ST017,37,34,743993.78,2025-07-31
INV000716,P0009,ST017,14,10,152309.22,2025-11-13
INV000717,P0020,ST017,27,39,589051.44,2025-12-31
INV000718,P0016,ST017,39,24,331574.88,2025-12-13
INV000719,P0022,ST017,36,36,469823.04,2025-09-17
INV000720,P0007,ST017,22,18,19991.62,2025-06-19
INV000721,P0037,ST017,7,14,44925.65,2025-03-08
INV000722,P0033,ST017,26,25,6770.14,2025-05-16
INV000723,P0030,ST017,2,10,12689.96,2025-12-30
INV000724,P0029,ST017,23,24,14281.62,2025-06-18
INV000725,P0008,ST017,38,28,8937.98,2025-09-17
INV000726,P0004,ST017,8,22,51223.44,2025-06-24
INV000727,P0036,ST017,1,26,5342.49,2025-11-24
INV000728,P0047,ST017,36,39,188746.92,2025-03-07
INV000729,P0040,ST017,34,30,294225.8,2025-12-22
INV000730,P0023,ST017,44,38,1314968.6,2025-02-23
INV000731,P0019,ST017,85,39,3545231.0,2025-12-16
INV000732,P0001,ST017,6,25,60031.44,2025-01-30
INV000733,P0055,ST017,37,16,158857.65,2025-08-19
INV000734,P0031,ST017,14,34,54223.12,2025-05-21
INV000735,P0053,ST017,52,28,172205.8,2025-10-14
INV000736,P0038,ST017,23,23,31682.5,2025-12-27
INV000737,P0002,ST017,2,12,2329.98,2025-04-06
INV000738,P0003,ST017,86,35,143743.84,2025-05-11
INV000739,P0048,ST017,8,10,86418.08,2025-04-08
INV000740,P0039,ST018,44,29,393696.16,2025-04-01
INV000741,P0018,ST018,37,32,1089682.56,2025-12-30
INV000742,P0041,ST018,30,23,184173.0,2025-08-18
INV000743,P0016,ST018,39,33,331574.88,2025-04-04
INV000744,P0012,ST018,19,15,24673.97,2025-03-23
INV000745,P0053,ST018,26,18,86102.9,2025-06-16
INV000746,P0025,ST018,47,37,672952.11,2025-11-06
INV000747,P0007,ST018,4,32,3634.84,2025-06-22
INV000748,P0042,ST018,4,27,4974.96,2025-11-03
INV000749,P0040,ST018,38,32,328840.6,2025-01-08
INV000750,P0027,ST018,49,28,164782.1,2026-01-13
INV000751,P0031,ST018,25,21,96827.0,2025-10-20
INV000752,P0037,ST018,73,40,468510.35,2025-12-20
INV000753,P0036,ST018,36,23,192329.64,2025-10-25
INV000754,P0044,ST018,10,40,89335.9,2025-10-05
INV000755,P0026,ST018,17,19,124733.08,2025-10-25
INV000756,P0051,ST018,21,12,222490.38,2025-10-10
INV000757,P0046,ST018,28,24,185226.72,2025-04-15
INV000758,P0017,ST018,61,36,1226584.34,2025-12-29
INV000759,P0045,ST018,21,18,30989.91,2025-09-19
INV000760,P0014,ST018,59,39,51227.34,2025-04-21
INV000761,P0052,ST018,48,35,452221.44,2025-01-09
INV000762,P0003,ST018,11,24,18385.84,2025-11-30
INV000763,P0024,ST018,14,29,610418.34,2025-06-15
INV000764,P0054,ST018,49,35,505892.17,2025-04-24
INV000765,P0029,ST018,45,30,27942.3,2025-03-14
INV000766,P0048,ST018,46,22,496903.96,2025-10-19
INV000767,P0002,ST018,44,33,51259.56,2025-01-10
INV000768,P0009,ST018,34,22,369893.82,2025-08-25
INV000769,P0050,ST018,63,27,700578.9,2025-10-28
INV000770,P0011,ST018,23,19,69678.96,2025-06-26
INV000771,P0055,ST018,38,20,163151.1,2025-06-03
INV000772,P0049,ST018,29,36,125891.61,2025-09-21
INV000773,P0032,ST018,25,33,92624.25,2025-08-11
INV000774,P0010,ST018,0,15,0.0,2025-03-07
INV000775,P0056,ST018,34,30,14634.28,2025-01-04
INV000776,P0013,ST018,2,40,20772.94,2025-03-08
INV000777,P0030,ST018,62,35,393388.76,2025-10-26
INV000778,P0004,ST018,28,39,179282.04,2025-12-21
INV000779,P0057,ST018,18,35,208937.52,2025-07-10
INV000780,P0015,ST018,17,11,52641.86,2025-01-19
INV000781,P0033,ST018,48,34,12498.72,2025-04-11
INV000782,P0021,ST018,53,34,913725.3,2025-02-11
INV000783,P0034,ST018,23,21,23417.22,2025-02-08
INV000784,P0035,ST018,22,10,232941.28,2025-03-19
INV000785,P0028,ST018,78,37,122511.48,2025-03-28
INV000786,P0019,ST018,24,16,1001006.4,2025-09-27
INV000787,P0047,ST018,23,34,120588.31,2025-09-01
INV000788,P0038,ST018,33,19,45457.5,2025-09-07
INV000789,P0005,ST018,24,11,206362.8,2025-09-25
INV000790,P0006,ST018,56,31,299123.44,2025-11-12
INV000791,P0020,ST018,22,22,479967.84,2025-03-27
INV000792,P0002,ST019,25,35,29124.75,2025-03-09
INV000793,P0048,ST019,59,35,637333.34,2025-10-02
INV000794,P0038,ST019,35,33,48212.5,2025-06-07
INV000795,P0052,ST019,33,30,310902.24,2025-04-06
INV000796,P0045,ST019,23,28,33941.33,2025-06-30
INV000797,P0015,ST019,6,23,18579.48,2025-09-21
INV000798,P0042,ST019,34,26,42287.16,2025-10-20
INV000799,P0030,ST019,41,32,260144.18,2025-06-11
INV000800,P0013,ST019,60,37,623188.2,2025-09-02
INV000801,P0036,ST019,6,29,32054.94,2026-01-07
INV000802,P0039,ST019,55,35,492120.2,2025-03-19
INV000803,P0006,ST019,10,15,53414.9,2025-10-14
INV000804,P0032,ST019,14,25,51869.58,2025-07-14
INV000805,P0014,ST019,19,29,16496.94,2025-03-29
INV000806,P0031,ST019,63,30,244004.04,2025-05-27
INV000807,P0011,ST019,39,29,118151.28,2025-08-28
INV000808,P0019,ST019,17,26,709046.2,2025-12-26
INV000809,P0053,ST019,67,38,221880.55,2025-07-18
INV000810,P0055,ST019,19,12,81575.55,2025-06-16
INV000811,P0028,ST019,11,16,17277.26,2025-09-05
INV000812,P0007,ST019,12,33,10904.52,2025-10-30
INV000813,P0049,ST019,67,38,290853.03,2025-10-21
INV000814,P0017,ST019,20,11,402158.8,2025-02-18
INV000815,P0057,ST019,12,18,139291.68,2025-11-17
INV000816,P0051,ST019,23,24,243679.94,2025-08-24
INV000817,P0008,ST019,45,37,10584.45,2025-11-29
INV000818,P0021,ST019,27,40,465482.7,2025-08-09
INV000819,P0037,ST019,63,39,404330.85,2025-05-27
INV000820,P0034,ST019,47,39,47852.58,2025-03-17
INV000821,P0024,ST019,11,12,479614.41,2025-12-12
INV000822,P0026,ST019,21,18,154082.04,2025-12-31
INV000823,P0046,ST019,60,37,396914.4,2025-09-09
INV000824,P0020,ST019,31,16,676318.32,2025-06-24
INV000825,P0029,ST019,40,35,24837.6,2025-11-08
INV000826,P0023,ST019,14,37,418399.1,2025-05-07
INV000827,P0003,ST019,60,40,100286.4,2025-07-05
INV000828,P0050,ST019,3,22,33360.9,2025-02-09
INV000829,P0003,ST020,2,35,3342.88,2025-07-16
INV000830,P0007,ST020,60,37,54522.6,2025-05-12
INV000831,P0052,ST020,24,15,226110.72,2025-12-17
INV000832,P0011,ST020,14,10,42413.28,2025-07-15
INV000833,P0037,ST020,27,17,173284.65,2025-02-01
INV000834,P0028,ST020,27,25,42407.82,2025-03-24
INV000835,P0025,ST020,17,17,243408.21,2025-06-19
INV000836,P0016,ST020,20,13,170038.4,2025-10-21
INV000837,P0021,ST020,37,40,637883.7,2025-07-30
INV000838,P0047,ST020,27,24,141560.19,2025-07-04
INV000839,P0054,ST020,12,16,123891.96,2025-06-24
INV000840,P0043,ST020,11,40,45129.04,2025-01-14
INV000841,P0023,ST020,28,32,836798.2,2025-03-16
INV000842,P0013,ST020,9,15,93478.23,2025-07-20
INV000843,P0005,ST020,39,26,335339.55,2025-05-31
INV000844,P0057,ST020,48,39,557166.72,2025-12-25
INV000845,P0038,ST020,29,17,39947.5,2025-07-08
INV000846,P0026,ST020,27,23,198105.48,2025-07-21
INV000847,P0017,ST020,41,22,824425.54,2025-03-22
INV000848,P0045,ST020,41,22,60504.11,2025-09-15
INV000849,P0033,ST020,14,10,3645.46,2025-10-09
INV000850,P0012,ST020,29,39,37660.27,2025-10-31
INV000851,P0031,ST020,41,35,158796.28,2025-11-18
INV000852,P0024,ST020,16,20,697620.96,2025-12-30
INV000853,P0040,ST020,42,39,363455.4,2025-01-29
INV000854,P0015,ST020,54,38,167215.32,2025-07-11
INV000855,P0019,ST020,32,37,1334675.2,2025-01-29
INV000856,P0044,ST020,26,15,232273.34,2025-03-07
INV000857,P0020,ST020,29,14,632684.88,2025-01-16
INV000858,P0014,ST020,30,23,26047.8,2025-10-07
INV000859,P0001,ST020,52,36,520272.48,2025-03-02
INV000860,P0053,ST020,34,26,112596.1,2025-12-15
INV000861,P0048,ST020,35,40,378079.1,2025-07-11
INV000862,P0035,ST020,12,11,127058.88,2025-03-22
INV000863,P0056,ST020,22,20,9469.24,2025-05-02
INV000864,P0006,ST020,26,27,138878.74,2025-07-06
INV000865,P0027,ST020,27,17,90798.3,2025-06-28
INV000866,P0022,ST020,36,29,469823.04,2025-04-30
INV000867,P0049,ST020,65,36,282170.85,2025-03-24
INV000868,P0004,ST020,52,28,332952.36,2025-06-25
INV000869,P0009,ST020,44,18,478686.12,2025-09-29
INV000870,P0039,ST020,63,40,563701.32,2025-01-08
INV000871,P0018,ST020,13,12,382861.44,2025-05-05
INV000872,P0042,ST020,23,20,28606.02,2025-04-13
INV000873,P0010,ST020,29,16,100048.84,2025-07-23
INV000874,P0032,ST020,33,26,122264.01,2025-03-01
