Transaction_ID,Transaction_Date,Customer_ID,Product_ID,Store_ID,Quantity_Sold,Unit_Price,Discount,Sales_Amount,Cost_Amount,Profit
TXN043488,2024-06-25,C01410,P0052,ST013,1,12386.02,448.67,11937.35,9421.28,2516.07
TXN024612,2025-11-09,C01221,P0010,ST006,3,4637.32,103.57,13808.39,10349.88,3458.51
TXN000620,2024-12-09,C01368,P0031,ST019,2,4865.54,838.87,8892.21,7746.16,1146.05
TXN019768,2024-10-22,C00858,P0032,ST012,1,4729.29,156.78,4572.51,3704.97,867.54
TXN001026,2024-12-14,C00352,P0034,ST014,2,1257.67,319.41,2195.93,2036.28,159.65
TXN024564,2024-01-11,C00594,P0049,ST002,2,5964.46,172.35,11756.57,8682.18,3074.39
TXN023602,2024-02-04,C01307,P0002,ST014,2,1566.21,50.51,3081.91,2329.98,751.93
TXN001703,2025-03-25,C01959,P0023,ST015,1,40186.29,2709.09,37477.2,29885.65,7591.55
TXN044952,2024-04-07,C00698,P0054,ST005,4,12791.57,117.12,51049.16,41297.32,9751.84
TXN014772,2025-01-01,C02383,P0035,ST010,1,15900.45,675.11,15225.34,10588.24,4637.1
TXN011580,2024-04-28,C00476,P0003,ST017,1,2239.92,39.0,2200.92,1671.44,529.48
TXN002712,2024-12-07,C02053,P0012,ST007,3,1717.33,805.49,4346.5,3895.89,450.61
TXN041664,2024-09-05,C01785,P0029,ST002,1,734.44,7.51,726.93,620.94,105.99
TXN005399,2024-08-14,C00626,P0031,ST008,1,4865.54,20.62,4844.92,3873.08,971.84
TXN036200,2025-09-14,C01437,P0043,ST020,1,4932.72,252.01,4680.71,4102.64,578.07
TXN032909,2025-12-15,C01478,P0002,ST003,5,1566.21,434.19,7396.86,5824.95,1571.91
TXN011708,2025-05-24,C02284,P0036,ST004,1,7304.72,218.64,7086.08,5342.49,1743.59
TXN004791,2025-12-08,C01951,P0002,ST012,3,1566.21,614.19,4084.44,3494.97,589.47
TXN044486,2025-11-02,C01328,P0037,ST012,3,9095.17,614.62,26670.89,19253.85,7417.04
TXN019750,2025-09-20,C02235,P0014,ST012,1,1251.41,50.12,1201.29,868.26,333.03
TXN011663,2024-02-25,C00746,P0049,ST013,2,5964.46,369.15,11559.77,8682.18,2877.59
TXN017844,2024-08-30,C01089,P0010,ST007,1,4637.32,140.27,4497.05,3449.96,1047.09
TXN038637,2025-06-28,C01241,P0047,ST019,1,6117.14,356.13,5761.01,5242.97,518.04
TXN034469,2025-12-11,C01242,P0039,ST020,1,10846.14,741.32,10104.82,8947.64,1157.18
TXN030661,2025-01-25,C01347,P0044,ST003,3,12245.02,2152.67,34582.39,26800.77,7781.62
TXN023510,2025-12-25,C01363,P0021,ST004,2,26620.84,6545.55,46696.13,34480.2,12215.93
TXN006504,2025-01-11,C01523,P0022,ST006,2,18644.62,3251.64,34037.6,26101.28,7936.32
TXN013580,2025-12-27,C01427,P0026,ST016,3,11257.61,6832.04,26940.79,22011.72,4929.07
TXN040787,2024-07-05,C02151,P0025,ST001,3,16753.03,2584.16,47674.93,42954.39,4720.54
TXN035702,2025-02-12,C02197,P0006,ST019,2,7248.56,720.69,13776.43,10682.98,3093.45
TXN041091,2024-02-01,C02376,P0053,ST016,1,4851.4,214.18,4637.22,3311.65,1325.57
TXN028645,2024-09-26,C00843,P0017,ST017,2,30052.11,3933.04,56171.18,40215.88,15955.3
TXN033966,2025-06-01,C01196,P0002,ST013,2,1566.21,48.59,3083.83,2329.98,753.85
TXN040413,2025-04-14,C00684,P0048,ST017,2,13330.32,993.63,25667.01,21604.52,4062.49
TXN019824,2024-03-24,C01605,P0036,ST004,4,7304.72,612.72,28606.16,21369.96,7236.2
TXN003719,2024-11-24,C00644,P0037,ST012,1,9095.17,376.75,8718.42,6417.95,2300.47
TXN018828,2024-08-16,C01231,P0043,ST017,2,4932.72,286.58,9578.86,8205.28,1373.58
TXN044815,2024-04-04,C00045,P0050,ST004,4,13841.38,394.01,54971.51,44481.2,10490.31
TXN033761,2025-09-11,C00766,P0026,ST014,2,11257.61,1688.68,20826.54,14674.48,6152.06
TXN003480,2024-04-12,C01280,P0048,ST010,3,13330.32,1735.0,38255.96,32406.78,5849.18
TXN009742,2025-05-29,C00382,P0037,ST018,3,9095.17,1089.23,26196.28,19253.85,6942.43
TXN037602,2025-10-12,C01504,P0029,ST008,1,734.44,26.63,707.81,620.94,86.87
TXN010676,2024-11-21,C00602,P0025,ST012,1,16753.03,527.33,16225.7,14318.13,1907.57
TXN040831,2024-11-10,C00251,P0019,ST017,1,62124.05,6591.13,55532.92,41708.6,13824.32
TXN024012,2024-08-02,C00881,P0010,ST002,5,4637.32,1098.64,22087.96,17249.8,4838.16
TXN037894,2025-06-15,C01281,P0001,ST004,1,12736.73,581.29,12155.44,10005.24,2150.2
TXN022240,2024-09-07,C00415,P0036,ST013,2,7304.72,544.14,14065.3,10684.98,3380.32
TXN022040,2025-08-19,C00868,P0019,ST001,1,62124.05,1648.21,60475.84,41708.6,18767.24
TXN008529,2025-05-13,C00264,P0028,ST017,1,2365.59,98.87,2266.72,1570.66,696.06
TXN022095,2025-01-27,C00521,P0008,ST010,1,337.09,14.57,322.52,235.21,87.31
TXN019476,2025-10-06,C02075,P0053,ST020,3,4851.4,77.36,14476.84,9934.95,4541.89
TXN001259,2025-01-07,C02253,P0029,ST016,2,734.44,71.23,1397.65,1241.88,155.77
TXN027978,2024-03-20,C00121,P0012,ST019,3,1717.33,212.55,4939.44,3895.89,1043.55
TXN007816,2024-05-22,C00727,P0056,ST015,2,528.23,33.72,1022.74,860.84,161.9
TXN031407,2024-05-21,C00512,P0022,ST013,1,18644.62,1034.42,17610.2,13050.64,4559.56
TXN038526,2024-01-22,C01319,P0031,ST018,1,4865.54,138.65,4726.89,3873.08,853.81
TXN019303,2025-04-22,C00692,P0011,ST010,1,4057.1,198.65,3858.45,3029.52,828.93
TXN043671,2025-09-27,C00559,P0057,ST007,1,14644.78,412.51,14232.27,11607.64,2624.63
TXN042310,2025-09-24,C02242,P0002,ST002,1,1566.21,9.31,1556.9,1164.99,391.91
TXN042110,2025-04-26,C00334,P0034,ST004,1,1257.67,46.83,1210.84,1018.14,192.7
TXN001709,2025-08-21,C00168,P0034,ST019,4,1257.67,161.46,4869.22,4072.56,796.66
TXN025061,2024-03-05,C01873,P0024,ST015,3,60242.71,9554.77,171173.36,130803.93,40369.43
TXN038107,2024-01-03,C02307,P0044,ST019,2,12245.02,1565.22,22924.82,17867.18,5057.64
TXN040676,2025-05-22,C00096,P0007,ST009,2,1052.66,0.79,2104.53,1817.42,287.11
TXN016155,2025-10-15,C01517,P0003,ST013,2,2239.92,135.96,4343.88,3342.88,1001.0
TXN042342,2024-06-05,C00354,P0039,ST011,1,10846.14,436.95,10409.19,8947.64,1461.55
TXN001194,2024-02-16,C01320,P0008,ST003,3,337.09,12.14,999.13,705.63,293.5
TXN003905,2024-08-12,C02391,P0050,ST001,5,13841.38,152.33,69054.57,55601.5,13453.07
TXN025962,2025-01-21,C00522,P0050,ST001,1,13841.38,307.47,13533.91,11120.3,2413.61
TXN022027,2024-12-13,C00282,P0023,ST016,1,40186.29,5180.99,35005.3,29885.65,5119.65
TXN035671,2024-12-08,C02411,P0002,ST016,3,1566.21,679.85,4018.78,3494.97,523.81
TXN028911,2024-04-27,C00903,P0046,ST016,2,9815.94,1875.93,17755.95,13230.48,4525.47
TXN019269,2025-07-24,C02053,P0040,ST004,2,10656.5,1418.3,19894.7,17307.4,2587.3
TXN015512,2025-06-09,C00421,P0031,ST015,4,4865.54,429.36,19032.8,15492.32,3540.48
TXN042573,2025-10-10,C01158,P0025,ST013,1,16753.03,1248.1,15504.93,14318.13,1186.8
TXN014871,2024-03-13,C00554,P0050,ST003,1,13841.38,483.83,13357.55,11120.3,2237.25
TXN000359,2025-05-01,C00247,P0050,ST020,3,13841.38,1638.18,39885.96,33360.9,6525.06
TXN009214,2024-09-10,C01588,P0056,ST007,1,528.23,7.27,520.96,430.42,90.54
TXN004412,2024-04-28,C00793,P0029,ST005,4,734.44,133.5,2804.26,2483.76,320.5
TXN043414,2024-02-24,C00741,P0013,ST001,1,12169.5,302.93,11866.57,10386.47,1480.1
TXN030298,2025-04-16,C01880,P0007,ST002,5,1052.66,47.9,5215.4,4543.55,671.85
TXN038585,2025-09-23,C00409,P0047,ST020,3,6117.14,1345.46,17005.96,15728.91,1277.05
TXN004104,2024-11-05,C02051,P0022,ST019,5,18644.62,10129.62,83093.48,65253.2,17840.28
TXN038749,2024-08-29,C00285,P0029,ST006,1,734.44,1.4,733.04,620.94,112.1
TXN042223,2025-09-03,C01039,P0045,ST001,2,2254.91,228.48,4281.34,2951.42,1329.92
TXN005215,2024-09-24,C01742,P0012,ST013,1,1717.33,29.61,1687.72,1298.63,389.09
TXN018120,2025-05-19,C00135,P0016,ST008,3,11350.5,336.36,33715.14,25505.76,8209.38
TXN042745,2024-02-05,C01078,P0005,ST015,3,11260.5,579.57,33201.93,25795.35,7406.58
TXN044211,2024-08-15,C01720,P0057,ST019,3,14644.78,1954.9,41979.44,34822.92,7156.52
TXN028510,2025-06-03,C01138,P0044,ST011,3,12245.02,2339.54,34395.52,26800.77,7594.75
TXN018675,2024-02-06,C02186,P0011,ST017,1,4057.1,12.77,4044.33,3029.52,1014.81
TXN008195,2025-06-20,C00168,P0049,ST020,2,5964.46,130.92,11798.0,8682.18,3115.82
TXN020262,2024-08-23,C00032,P0030,ST014,1,9669.0,460.56,9208.44,6344.98,2863.46
TXN022246,2024-03-09,C00476,P0012,ST007,1,1717.33,27.58,1689.75,1298.63,391.12
TXN031986,2025-05-23,C01200,P0012,ST007,1,1717.33,60.44,1656.89,1298.63,358.26
TXN024513,2025-10-02,C02118,P0045,ST017,1,2254.91,107.78,2147.13,1475.71,671.42
TXN028004,2025-09-16,C00457,P0030,ST020,1,9669.0,307.41,9361.59,6344.98,3016.61
TXN039050,2024-04-02,C01019,P0017,ST007,1,30052.11,2337.66,27714.45,20107.94,7606.51
TXN028029,2025-03-29,C02413,P0035,ST006,2,15900.45,646.18,31154.72,21176.48,9978.24
TXN000681,2025-07-07,C02235,P0041,ST005,1,7676.63,261.2,7415.43,6139.1,1276.33
TXN039810,2025-01-20,C02119,P0033,ST017,4,364.15,60.95,1395.65,1041.56,354.09
TXN004283,2024-11-13,C01284,P0015,ST011,1,3796.67,173.48,3623.19,3096.58,526.61
TXN017871,2024-11-13,C01229,P0017,ST005,3,30052.11,9454.91,80701.42,60323.82,20377.6
TXN007341,2025-08-17,C02415,P0004,ST010,2,8916.96,173.88,17660.04,12805.86,4854.18
TXN026375,2025-11-17,C00946,P0027,ST003,5,3958.75,1194.4,18599.35,16814.5,1784.85
TXN021324,2025-02-10,C01251,P0007,ST002,4,1052.66,11.72,4198.92,3634.84,564.08
TXN031488,2024-01-09,C00752,P0049,ST012,1,5964.46,4.34,5960.12,4341.09,1619.03
TXN006527,2024-03-09,C01277,P0053,ST018,3,4851.4,705.39,13848.81,9934.95,3913.86
TXN006397,2024-05-11,C01393,P0041,ST002,2,7676.63,1213.5,14139.76,12278.2,1861.56
TXN019495,2024-01-25,C01637,P0045,ST002,1,2254.91,56.89,2198.02,1475.71,722.31
TXN023389,2024-05-01,C01766,P0002,ST007,4,1566.21,278.13,5986.71,4659.96,1326.75
TXN002494,2024-05-05,C02251,P0053,ST015,4,4851.4,419.24,18986.36,13246.6,5739.76
TXN033797,2024-12-14,C01873,P0034,ST006,3,1257.67,691.79,3081.22,3054.42,26.8
TXN021892,2024-09-20,C01966,P0032,ST006,2,4729.29,241.87,9216.71,7409.94,1806.77
TXN044734,2025-03-11,C01682,P0046,ST019,3,9815.94,1662.57,27785.25,19845.72,7939.53
TXN027819,2024-12-11,C01805,P0004,ST008,2,8916.96,1694.39,16139.53,12805.86,3333.67
TXN037996,2025-01-16,C01635,P0016,ST002,1,11350.5,1025.95,10324.55,8501.92,1822.63
TXN025233,2025-11-09,C01944,P0019,ST010,3,62124.05,16529.19,169842.96,125125.8,44717.16
TXN030545,2024-06-03,C01690,P0017,ST018,2,30052.11,5162.66,54941.56,40215.88,14725.68
TXN025979,2025-04-20,C00674,P0029,ST006,4,734.44,14.9,2922.86,2483.76,439.1
TXN015882,2025-10-24,C01957,P0002,ST016,1,1566.21,9.82,1556.39,1164.99,391.4
TXN031277,2025-02-26,C01061,P0035,ST020,4,15900.45,251.9,63349.9,42352.96,20996.94
TXN018030,2024-01-27,C02273,P0054,ST004,3,12791.57,604.45,37770.26,30972.99,6797.27
TXN006776,2024-02-02,C00929,P0036,ST015,4,7304.72,1457.5,27761.38,21369.96,6391.42
TXN004965,2024-03-18,C00093,P0051,ST020,3,12289.04,107.63,36759.49,31784.34,4975.15
TXN040477,2024-02-06,C02200,P0056,ST009,1,528.23,10.61,517.62,430.42,87.2
TXN040581,2025-02-09,C01687,P0020,ST013,1,32634.76,2416.63,30218.13,21816.72,8401.41
TXN006845,2025-07-22,C00773,P0050,ST011,1,13841.38,412.59,13428.79,11120.3,2308.49
TXN002105,2025-11-10,C01598,P0032,ST013,1,4729.29,92.33,4636.96,3704.97,931.99
TXN031795,2024-02-10,C01631,P0037,ST014,3,9095.17,232.11,27053.4,19253.85,7799.55
TXN033532,2024-06-10,C00283,P0028,ST008,1,2365.59,43.05,2322.54,1570.66,751.88
TXN026006,2024-04-29,C00682,P0057,ST014,3,14644.78,1600.15,42334.19,34822.92,7511.27
TXN007452,2025-04-23,C00090,P0036,ST009,2,7304.72,236.72,14372.72,10684.98,3687.74
TXN006535,2024-08-08,C00588,P0008,ST017,2,337.09,10.12,664.06,470.42,193.64
TXN016757,2025-11-30,C01129,P0034,ST004,2,1257.67,86.31,2429.03,2036.28,392.75
TXN037615,2025-05-13,C02271,P0039,ST015,3,10846.14,1199.19,31339.23,26842.92,4496.31
TXN000053,2025-11-02,C02441,P0040,ST005,2,10656.5,2165.33,19147.67,17307.4,1840.27
TXN005311,2024-07-28,C00801,P0056,ST002,1,528.23,11.18,517.05,430.42,86.63
TXN028017,2024-11-04,C00145,P0023,ST007,2,40186.29,3541.98,76830.6,59771.3,17059.3
TXN014261,2024-03-20,C02348,P0030,ST012,3,9669.0,281.0,28726.0,19034.94,9691.06
TXN038484,2024-12-28,C00901,P0014,ST012,1,1251.41,192.57,1058.84,868.26,190.58
TXN016283,2025-09-19,C00745,P0020,ST999,1,32634.76,1851.77,30782.99,21816.72,8966.27
TXN016065,2025-08-24,C00484,P0002,ST017,3,1566.21,129.7,4568.93,3494.97,1073.96
TXN011897,2025-09-12,C00545,P0016,ST010,5,11350.5,4167.99,52584.51,42509.6,10074.91
TXN036374,2024-04-10,C01975,P0047,ST016,1,6117.14,574.48,5542.66,5242.97,299.69
TXN015326,2024-12-04,C00845,P0005,ST010,2,11260.5,2680.77,19840.23,17196.9,2643.33
TXN005568,2025-09-15,C01472,P0043,ST002,2,4932.72,806.97,9058.47,8205.28,853.19
TXN023211,2025-09-14,C00247,P0046,ST013,1,9815.94,504.33,9311.61,6615.24,2696.37
TXN008058,2024-12-14,C01099,P0015,ST019,1,3796.67,507.33,3289.34,3096.58,192.76
TXN000343,2025-05-10,C02013,P0010,ST015,2,4637.32,114.34,9160.3,6899.92,2260.38
TXN015300,2025-06-29,C01991,P0010,ST005,2,4637.32,451.17,8823.47,6899.92,1923.55
TXN040693,2025-05-06,C02071,P0005,ST002,1,11260.5,371.44,10889.06,8598.45,2290.61
TXN025215,2025-07-18,C00329,P0057,ST014,1,14644.78,265.76,14379.02,11607.64,2771.38
TXN031282,2024-05-30,C02227,P0047,ST020,3,6117.14,1685.54,16665.88,15728.91,936.97
TXN000110,2025-10-14,C01543,P0007,ST012,1,1052.66,43.99,1008.67,908.71,99.96
TXN011956,2024-12-04,C00947,P0052,ST005,2,12386.02,4203.59,20568.45,18842.56,1725.89
TXN024281,2024-12-14,C01084,P0031,ST001,1,4865.54,629.37,4236.17,3873.08,363.09
TXN007939,2024-07-24,C00765,P0001,ST005,1,12736.73,612.69,12124.04,10005.24,2118.8
TXN001060,2024-12-31,C02474,P0015,ST004,2,3796.67,850.36,6742.98,6193.16,549.82
TXN027496,2024-01-01,C01222,P0057,ST019,3,14644.78,1351.96,42582.38,34822.92,7759.46
TXN010532,2025-05-26,C02162,P0023,ST019,5,40186.29,6085.07,194846.38,149428.25,45418.13
TXN009413,2024-02-20,C02255,P0037,ST019,1,9095.17,125.56,8969.61,6417.95,2551.66
TXN014082,2025-05-01,C01474,P0002,ST009,2,1566.21,27.48,3104.94,2329.98,774.96
TXN016607,2024-04-20,C00132,P0041,ST005,1,7676.63,542.59,7134.04,6139.1,994.94
TXN042247,2024-06-02,C00557,P0014,ST010,4,1251.41,232.09,4773.55,3473.04,1300.51
TXN039579,2024-03-09,C01105,P0056,ST015,1,528.23,18.81,509.42,430.42,79.0
TXN038554,2024-02-08,C00782,P0052,ST013,1,12386.02,297.9,12088.12,9421.28,2666.84
TXN041890,2025-06-06,C01875,P0057,ST019,1,14644.78,427.02,14217.76,11607.64,2610.12
TXN023459,2024-12-12,C01752,P0008,ST018,1,337.09,39.33,297.76,235.21,62.55
TXN024576,2025-02-12,C00888,P0023,ST015,1,40186.29,1373.14,38813.15,29885.65,8927.5
TXN010360,2024-07-04,C01558,P0028,ST006,4,2365.59,90.99,9371.37,6282.64,3088.73
TXN042591,2024-03-13,C00705,P0052,ST009,1,12386.02,166.32,12219.7,9421.28,2798.42
TXN025010,2024-03-10,C00221,P0005,ST017,1,11260.5,423.41,10837.09,8598.45,2238.64
TXN003260,2024-07-19,C00022,P0056,ST011,4,528.23,55.04,2057.88,1721.68,336.2
TXN029207,2025-07-04,C01721,P0052,ST018,2,12386.02,1120.86,23651.18,18842.56,4808.62
TXN010932,2024-06-27,C02098,P0020,ST009,1,32634.76,3879.92,28754.84,21816.72,6938.12
TXN033894,2024-12-13,C01991,P0006,ST013,1,7248.56,886.29,6362.27,5341.49,1020.78
TXN034576,2025-06-19,C01337,P0048,ST001,1,13330.32,11.98,13318.34,10802.26,2516.08
TXN005682,2025-05-15,C00412,P0017,ST007,1,30052.11,2296.57,27755.54,20107.94,7647.6
TXN002834,2024-01-16,C01583,P0013,ST003,3,12169.5,486.76,36021.74,31159.41,4862.33
TXN037570,2025-10-15,C01726,P0003,ST011,1,2239.92,53.68,2186.24,1671.44,514.8
TXN021336,2025-03-16,C01330,P0040,ST006,3,10656.5,1512.94,30456.56,25961.1,4495.46
TXN025554,2024-10-16,C00991,P0054,ST003,2,12791.57,789.07,24794.07,20648.66,4145.41
TXN033918,2024-11-15,C01535,P0045,ST002,2,2254.91,359.1,4150.72,2951.42,1199.3
TXN004277,2025-12-24,C02265,P0012,ST012,3,1717.33,695.45,4456.54,3895.89,560.65
TXN038628,2025-04-21,C02065,P0046,ST013,3,9815.94,3249.58,26198.24,19845.72,6352.52
TXN043518,2025-05-29,C01654,P0002,ST013,4,1566.21,65.12,6199.72,4659.96,1539.76
TXN043896,2024-05-07,C00495,P0049,ST001,1,5964.46,202.91,5761.55,4341.09,1420.46
TXN028150,2024-02-20,C01052,P0050,ST016,4,13841.38,1277.33,54088.19,44481.2,9606.99
TXN011051,2024-03-04,C01465,P0038,ST012,2,2067.97,126.17,4009.77,2755.0,1254.77
TXN023926,2025-08-16,C01282,P0001,ST015,1,12736.73,475.87,12260.86,10005.24,2255.62
TXN031728,2025-03-07,C02370,P0042,ST010,2,1641.03,250.34,3031.72,2487.48,544.24
TXN040934,2025-03-16,C00009,P0044,ST003,1,12245.02,151.85,12093.17,8933.59,3159.58
TXN003866,2024-09-16,C02493,P0014,ST016,1,1251.41,54.43,1196.98,868.26,328.72
TXN019731,2025-12-08,C02037,P0051,ST003,2,12289.04,3469.34,21108.74,21189.56,-80.82
TXN006565,2024-12-20,C01818,P0039,ST002,1,10846.14,1802.37,9043.77,8947.64,96.13
TXN014456,2025-11-13,C01171,P0048,ST007,1,13330.32,422.28,12908.04,10802.26,2105.78
TXN014530,2025-04-11,C01445,P0039,ST011,1,10846.14,509.98,10336.16,8947.64,1388.52
TXN031957,2025-04-04,C02277,P0029,ST005,1,734.44,31.48,702.96,620.94,82.02
TXN026357,2025-04-12,C00122,P0057,ST017,4,14644.78,1906.98,56672.14,46430.56,10241.58
TXN027680,2024-05-09,C01704,P0026,ST014,4,11257.61,1096.78,43933.66,29348.96,14584.7
TXN034329,2025-04-23,C02401,P0026,ST010,2,11257.61,2084.43,20430.79,14674.48,5756.31
TXN025945,2025-10-21,C01726,P0030,ST005,2,9669.0,15.35,19322.65,12689.96,6632.69
TXN020680,2024-03-30,C01496,P0023,ST011,5,40186.29,13941.37,186990.08,149428.25,37561.83
TXN007217,2025-08-20,C01477,P0031,ST007,1,4865.54,183.92,4681.62,3873.08,808.54
TXN027399,2025-09-26,C01997,P0015,ST013,2,3796.67,236.25,7357.09,6193.16,1163.93
TXN007238,2025-01-05,C01511,P0011,ST001,1,4057.1,107.32,,3029.52,920.26
TXN036043,2025-11-11,C02016,P0024,ST007,1,60242.71,3123.12,57119.59,43601.31,13518.28
TXN035442,2024-08-26,C00845,P0033,ST008,2,364.15,23.45,704.85,520.78,184.07
TXN024447,2024-06-14,C01682,P0001,ST010,2,12736.73,886.07,24587.39,20010.48,4576.91
TXN001004,2025-04-28,C02402,P0005,ST004,3,11260.5,257.16,33524.34,25795.35,7728.99
TXN041146,2024-09-29,C02445,P0031,ST002,1,4865.54,136.1,4729.44,3873.08,856.36
TXN038979,2025-12-05,C02039,P0008,ST008,2,337.09,102.63,571.55,470.42,101.13
TXN002437,2025-08-08,C02403,P0055,ST004,1,6346.64,288.05,6058.59,4293.45,1765.14
TXN002968,2025-11-17,C00709,P0020,ST008,3,32634.76,11238.76,86665.52,65450.16,21215.36
TXN009827,2024-08-01,C00356,P0021,ST011,1,26620.84,2926.77,23694.07,17240.1,6453.97
TXN003386,2024-04-15,C00299,P0047,ST007,3,6117.14,1346.61,17004.81,15728.91,1275.9
TXN021392,2024-05-27,C01176,P0049,ST014,1,5964.46,216.38,5748.08,4341.09,1406.99
TXN010133,2025-01-04,C01086,P0010,ST009,4,4637.32,131.19,18418.09,13799.84,4618.25
TXN021601,2025-07-21,C01338,P0028,ST007,2,2365.59,108.57,4622.61,3141.32,1481.29
TXN019088,2024-03-13,C01504,P0012,ST001,2,1717.33,149.91,3284.75,2597.26,687.49
TXN034990,2025-03-17,C01502,P0003,ST006,2,2239.92,142.32,4337.52,3342.88,994.64
TXN020539,2025-04-18,C00726,P0003,ST006,2,2239.92,45.0,4434.84,3342.88,1091.96
TXN016583,2025-10-15,C00392,P0013,ST010,2,12169.5,776.34,23562.66,20772.94,2789.72
TXN013507,2025-05-09,C00996,P0021,ST006,2,26620.84,2886.51,50355.17,34480.2,15874.97
TXN044768,2024-03-07,C02440,P0051,ST001,3,12289.04,789.06,36078.06,31784.34,4293.72
TXN014484,2024-07-19,C00607,P0044,ST012,2,12245.02,614.41,23875.63,17867.18,6008.45
TXN018096,2024-02-29,C00399,P0041,ST013,5,7676.63,1889.29,36493.86,30695.5,5798.36
TXN008321,2024-02-11,C02440,P0020,ST013,1,32634.76,466.98,32167.78,21816.72,10351.06
TXN012888,2024-03-03,C02333,P0001,ST013,1,12736.73,314.52,12422.21,10005.24,2416.97
TXN012779,2024-10-27,C00609,P0002,ST005,3,1566.21,71.86,4626.77,3494.97,1131.8
TXN015097,2024-09-22,C00607,P0031,ST004,1,4865.54,59.26,4806.28,3873.08,933.2
TXN032116,2025-08-25,C01757,P0057,ST018,2,14644.78,1410.1,27879.46,23215.28,4664.18
TXN025426,2025-01-09,C00677,P0027,ST015,4,3958.75,1075.58,14759.42,13451.6,1307.82
TXN034425,2024-02-23,C01922,P0003,ST004,5,2239.92,456.22,10743.38,8357.2,2386.18
TXN015428,2025-02-01,C00662,P0036,ST003,1,7304.72,219.64,7085.08,5342.49,1742.59
TXN026019,2024-05-11,C02461,P0037,ST003,2,9095.17,881.09,17309.25,12835.9,4473.35
TXN024294,2025-07-15,C01490,P0034,ST004,4,1257.67,234.68,4796.0,4072.56,723.44
TXN029467,2025-01-09,C01613,P0044,ST015,1,12245.02,1365.38,10879.64,8933.59,1946.05
TXN034353,2025-03-08,C02428,P0020,ST002,1,32634.76,419.88,32214.88,21816.72,10398.16
TXN010750,2024-03-11,C00516,P0047,ST019,2,6117.14,306.83,11927.45,10485.94,1441.51
TXN008761,2024-03-24,C00896,P0017,ST003,3,30052.11,2105.19,88051.14,60323.82,27727.32
TXN042656,2024-03-12,C01624,P0048,ST003,2,13330.32,365.27,26295.37,21604.52,4690.85
TXN009432,2025-05-02,C01203,P0027,ST020,1,3958.75,160.87,3797.88,3362.9,434.98
TXN000123,2025-04-05,C00860,P0025,ST009,1,16753.03,2014.9,14738.13,14318.13,420.0
TXN009942,2025-01-30,C00006,P0026,ST017,1,11257.61,970.27,10287.34,7337.24,2950.1
TXN013715,2024-01-25,C00984,P0021,ST010,2,26620.84,1268.66,51973.02,34480.2,17492.82
TXN025064,2024-03-11,C01128,P0017,ST004,4,30052.11,1647.44,118561.0,80431.76,38129.24
TXN005453,2024-06-02,C01257,P0037,ST007,2,9095.17,875.47,17314.87,12835.9,4478.97
TXN007749,2025-06-10,C00451,P0012,ST007,1,1717.33,51.61,1665.72,1298.63,367.09
TXN006863,2024-11-06,C01205,P0004,ST020,3,8916.96,1042.11,25708.77,19208.79,6499.98
TXN027898,2024-09-12,C01828,P0056,ST020,2,528.23,9.81,1046.65,860.84,185.81
TXN003151,2024-05-10,C00801,P0023,ST003,5,40186.29,18541.45,182390.0,149428.25,32961.75
TXN015319,2024-03-15,C00009,P0016,ST006,1,11350.5,171.34,11179.16,8501.92,2677.24
TXN035505,2025-07-08,C00341,P0051,ST001,2,12289.04,79.97,24498.11,21189.56,3308.55
TXN032312,2025-09-30,C01398,P0035,ST001,1,15900.45,555.78,15344.67,10588.24,4756.43
TXN043878,2024-05-04,C00162,P0005,ST004,1,11260.5,129.35,11131.15,8598.45,2532.7
TXN003385,2025-04-09,C00572,P0026,ST015,3,11257.61,3006.76,30766.07,22011.72,8754.35
TXN042937,2025-02-07,C02414,P0054,ST019,2,12791.57,1070.76,24512.38,20648.66,3863.72
TXN036063,2025-04-18,C01620,P0040,ST001,2,10656.5,1471.82,19841.18,17307.4,2533.78
TXN002695,2024-06-19,C00195,P0019,ST011,2,62124.05,861.16,123386.94,83417.2,39969.74
TXN040351,2025-02-04,C01437,P0042,ST006,3,1641.03,270.82,4652.27,3731.22,921.05
TXN027606,2025-07-10,C02375,P0009,ST011,4,16251.98,174.45,64833.47,43516.92,21316.55
TXN043191,2025-11-11,C02254,P0044,ST017,1,12245.02,557.13,11687.89,8933.59,2754.3
TXN041816,2025-01-13,C00046,P0001,ST004,4,12736.73,2204.58,48742.34,40020.96,8721.38
TXN033656,2024-12-20,C01303,P0045,ST007,5,2254.91,2259.11,9015.44,7378.55,1636.89
TXN024483,2024-11-13,C00579,P0056,ST005,1,528.23,0.89,527.34,430.42,96.92
TXN015766,2025-04-12,C00806,P0001,ST013,4,12736.73,912.02,50034.9,40020.96,10013.94
TXN042417,2024-03-12,C00567,P0014,ST011,1,1251.41,54.71,1196.7,868.26,328.44
TXN006000,2025-12-31,C01878,P0048,ST017,1,13330.32,1439.11,11891.21,10802.26,1088.95
TXN038024,2025-09-25,C00966,P0017,ST010,2,30052.11,3589.11,56515.11,40215.88,16299.23
TXN014461,2024-12-04,C02021,P0051,ST009,1,12289.04,1425.47,10863.57,10594.78,268.79
TXN005669,2024-03-15,C00341,P0030,ST010,3,9669.0,484.71,28522.29,19034.94,9487.35
TXN017195,2025-07-23,C00495,P0014,ST002,2,1251.41,43.98,2458.84,1736.52,722.32
